,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
295,2022-09-08 00:00:05+00:00,https://twitter.com/RetrospectApps/status/1567664031464398848,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1629.88$ | 4.22%
🕖-score -43.604
📈Market View: 4.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1629.88 4.22 🕖-score -43.604 📈market view 4.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
296,2022-09-13 17:00:16+00:00,https://twitter.com/RetrospectApps/status/1569732708267429889,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1606.63$ | -6.35%
🕖-score -11.102392336829837
📈Market View: 7.54 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1606.63 -6.35 🕖-score -11.102392336829837 📈market view 7.54 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
297,2022-09-13 17:00:26+00:00,https://twitter.com/CryptoSignalMs/status/1569732752118784000,CryptoSignalMs,Zapier.com,,"💎 ETH - 💬SIGNAL💬 Trends are showing a Bullish REVERSAL point for $ETH at Price 1598.9149735745277 

🔁 Retweet if I'm helping you make some money!

Want these signals? 👉 ",3,2,0,1,0.4199,"Sentiment(polarity=0.0, subjectivity=0.0)",💎 eth 💬signal💬 trend show bullish revers point eth price 1598.9149735745277 🔁 retweet 'm help make money want signal 👉,positive
298,2022-09-13 18:00:11+00:00,https://twitter.com/RetrospectApps/status/1569747784693170181,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1620.64$ | -5.98%
🕖-score -6.7896679239352515
📈Market View: 8.65 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1620.64 -5.98 🕖-score -6.7896679239352515 📈market view 8.65 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
299,2022-09-08 01:00:07+00:00,https://twitter.com/RetrospectApps/status/1567679138168725507,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1623.89$ | 5.6%
🕖-score -43.604
📈Market View: 4.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1623.89 5.6 🕖-score -43.604 📈market view 4.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
300,2022-09-07 15:00:03+00:00,https://twitter.com/RetrospectApps/status/1567528128985153538,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1544.9$ | -7.17%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1544.9 -7.17 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
301,2022-09-08 02:00:03+00:00,https://twitter.com/RetrospectApps/status/1567694221431263234,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1618.75$ | 5.74%
🕖-score -13.907669977924947
📈Market View: 3.24 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1618.75 5.74 🕖-score -13.907669977924947 📈market view 3.24 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
302,2022-09-13 19:00:34+00:00,https://twitter.com/RetrospectApps/status/1569762983156322305,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1606.63$ | -6.35%
🕖-score -7.533956701586632
📈Market View: 13.32 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1606.63 -6.35 🕖-score -7.533956701586632 📈market view 13.32 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
303,2022-09-07 17:00:06+00:00,https://twitter.com/RetrospectApps/status/1567558336924602368,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1551.46$ | -6.89%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1551.46 -6.89 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
304,2022-09-13 21:00:04+00:00,https://twitter.com/RetrospectApps/status/1569793054692839424,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1615.98$ | -6.33%
🕖-score -10.478499598761893
📈Market View: 0.36 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1615.98 -6.33 🕖-score -10.478499598761893 📈market view 0.36 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
305,2022-09-13 22:00:13+00:00,https://twitter.com/RetrospectApps/status/1569808192351178753,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1590.24$ | -7.42%
🕖-score -8.212659320477501
📈Market View: 7.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1590.24 -7.42 🕖-score -8.212659320477501 📈market view 7.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
306,2022-09-07 16:00:03+00:00,https://twitter.com/RetrospectApps/status/1567543226709467138,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1546.82$ | -7.35%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1546.82 -7.35 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
307,2022-09-14 13:00:06+00:00,https://twitter.com/RetrospectApps/status/1570034656149471232,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1608.0$ | -2.29%
🕖-score -9.882484848484848
📈Market View: 0.53 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1608.0 -2.29 🕖-score -9.882484848484848 📈market view 0.53 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
308,2022-09-14 04:00:34+00:00,https://twitter.com/RetrospectApps/status/1569898876152283136,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1594.42$ | -6.63%
🕖-score -5.85612814476975
📈Market View: 6.42 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1594.42 -6.63 🕖-score -5.85612814476975 📈market view 6.42 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
309,2022-09-14 15:00:09+00:00,https://twitter.com/RetrospectApps/status/1570064869600251906,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1597.38$ | 0.2%
🕖-score -7.974742014742015
📈Market View: 6.73 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1597.38 0.2 🕖-score -7.974742014742015 📈market view 6.73 😀 📆24h somewhat bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
310,2022-09-14 18:00:07+00:00,https://twitter.com/RetrospectApps/status/1570110158742716419,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1595.36$ | -1.59%
🕖-score 6.960436493028169
📈Market View: 21.05 😀
📆24h: Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1595.36 -1.59 🕖-score 6.960436493028169 📈market view 21.05 😀 📆24h bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
311,2022-09-07 01:00:08+00:00,https://twitter.com/RetrospectApps/status/1567316757236383748,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1537.58$ | -7.2%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",3,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1537.58 -7.2 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
312,2022-09-13 05:00:04+00:00,https://twitter.com/RetrospectApps/status/1569551462350323712,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1717.42$ | -0.53%
🕖-score -11.672421052631577
📈Market View: 8.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1717.42 -0.53 🕖-score -11.672421052631577 📈market view 8.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
313,2022-09-06 23:00:13+00:00,https://twitter.com/RetrospectApps/status/1567286576505393152,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1582.52$ | -1.27%
🕖-score -16.062609625668447
📈Market View: 4.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1582.52 -1.27 🕖-score -16.062609625668447 📈market view 4.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
314,2022-09-14 19:00:09+00:00,https://twitter.com/RetrospectApps/status/1570125266881740800,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1581.24$ | 0.24%
🕖-score 1.1269183673469385
📈Market View: 20.08 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1581.24 0.24 🕖-score 1.1269183673469385 📈market view 20.08 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
315,2022-09-14 20:00:12+00:00,https://twitter.com/RetrospectApps/status/1570140379558846464,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1598.3$ | -0.26%
🕖-score -1.690736100356201
📈Market View: 11.8 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1598.3 -0.26 🕖-score -1.690736100356201 📈market view 11.8 😀 📆24h somewhat bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
316,2022-09-06 22:00:06+00:00,https://twitter.com/RetrospectApps/status/1567271447097217025,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1585.05$ | -0.69%
🕖-score -12.664215798045602
📈Market View: 10.73 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,1,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1585.05 -0.69 🕖-score -12.664215798045602 📈market view 10.73 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
317,2022-09-13 04:00:04+00:00,https://twitter.com/RetrospectApps/status/1569536365410254848,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1714.19$ | -0.57%
🕖-score -11.47414563106796
📈Market View: 7.25 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1714.19 -0.57 🕖-score -11.47414563106796 📈market view 7.25 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
318,2022-09-13 03:00:11+00:00,https://twitter.com/RetrospectApps/status/1569521292247719943,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1706.61$ | -1.79%
🕖-score -7.939764306365014
📈Market View: 6.3 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1706.61 -1.79 🕖-score -7.939764306365014 📈market view 6.3 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
319,2022-09-06 21:00:03+00:00,https://twitter.com/RetrospectApps/status/1567256337536385027,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1578.97$ | -1.23%
🕖-score -16.466801220836196
📈Market View: 3.12 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,1,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1578.97 -1.23 🕖-score -16.466801220836196 📈market view 3.12 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
320,2022-09-14 17:00:04+00:00,https://twitter.com/RetrospectApps/status/1570095045973352449,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1591.97$ | -0.99%
🕖-score -7.901526501766784
📈Market View: 7.0 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1591.97 -0.99 🕖-score -7.901526501766784 📈market view 7.0 😀 📆24h somewhat bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
321,2022-09-08 06:00:07+00:00,https://twitter.com/RetrospectApps/status/1567754637700104193,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1634.97$ | 7.76%
🕖-score -11.306666606302066
📈Market View: 7.38 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1634.97 7.76 🕖-score -11.306666606302066 📈market view 7.38 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
322,2022-09-08 07:00:05+00:00,https://twitter.com/RetrospectApps/status/1567769726960508929,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1625.76$ | 6.95%
🕖-score -6.517380993645293
📈Market View: 16.62 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1625.76 6.95 🕖-score -6.517380993645293 📈market view 16.62 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
323,2022-09-08 04:34:28+00:00,https://twitter.com/steko170981/status/1567733083042115584,steko170981,TradingView,,Ethereum ETH - looks like bearish confirmation - ETH1! chart on  ,1,0,0,1,0.4199,"Sentiment(polarity=0.0, subjectivity=0.0)",ethereum eth look like bearish confirm eth1 chart,positive
324,2022-09-06 20:00:09+00:00,https://twitter.com/RetrospectApps/status/1567241263224610816,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1576.64$ | -0.72%
🕖-score -10.233319264883598
📈Market View: 15.72 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1576.64 -0.72 🕖-score -10.233319264883598 📈market view 15.72 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
325,2022-09-14 22:00:07+00:00,https://twitter.com/RetrospectApps/status/1570170554254258176,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1617.95$ | 1.7%
🕖-score 3.5856252927400476
📈Market View: 17.5 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1617.95 1.7 🕖-score 3.5856252927400476 📈market view 17.5 😀 📆24h somewhat bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
326,2022-09-08 04:00:03+00:00,https://twitter.com/RetrospectApps/status/1567724420948496386,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1629.37$ | 7.89%
🕖-score -9.197581081081083
📈Market View: 11.38 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1629.37 7.89 🕖-score -9.197581081081083 📈market view 11.38 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
327,2022-09-14 23:00:11+00:00,https://twitter.com/RetrospectApps/status/1570185673117679616,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1638.67$ | 3.22%
🕖-score 0.018662659282274063
📈Market View: 18.78 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1638.67 3.22 🕖-score 0.018662659282274063 📈market view 18.78 😀 📆24h somewhat bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
